nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;id_subsistema_jusante;nom_subsistema_jusante;ear_data;ear_reservatorio_subsistema_proprio_mwmes;ear_reservatorio_subsistema_jusante_mwmes;earmax_reservatorio_subsistema_proprio_mwmes;earmax_reservatorio_subsistema_jusante_mwmes;ear_reservatorio_percentual;ear_total_mwmes;ear_maxima_total_mwmes;val_contribearbacia;val_contribearmaxbacia;val_contribearsubsistema;val_contribearmaxsubsistema;val_contribearsubsistemajusante;val_contribearmaxsubsistemajusante;val_contribearsin;val_contribearmaxsin
ESPORA;290.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-02;24.32;;112.927;;21.536;24.32;112.927;0.00088439;0.00143854;0.00028176;0.0005519;0.0;0.0;0.00018249;0.00038665
FUNIL;123.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-02;229.511;;813.622;;28.2086;229.511;813.622;0.08026522;0.10769465;0.00265901;0.00397635;0.0;0.0;0.00172219;0.00278573
FURNAS;6.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-02;10656.666;;35035.949;;30.4164;10656.666;35035.949;0.61681529;0.67989462;0.12346334;0.17122837;0.0;0.0;0.07996487;0.11995811
G. B. MUNHOZ;74.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-02;3550.142;;5880.363;;60.3728;3550.142;5880.363;0.51350983;0.58435864;0.24008523;0.28741842;0.0;0.0;0.02663935;0.02013353
G. P. SOUZA;115.0;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2026-01-02;225.747;;374.956;;60.2063;225.747;374.956;1.0;1.0;0.01526658;0.01832697;0.0;0.0;0.00169395;0.0012838
GARIBALDI;89.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-02;92.624;;101.775;;91.0086;92.624;101.775;0.0179769;0.015122;0.00626388;0.00497452;0.0;0.0;0.00069503;0.00034846
GOV JAYME CANET JR;57.0;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2026-01-02;179.836;312.95;261.737;451.213;68.7087;492.786;712.95;0.06001179;0.05894833;0.01216176;0.01279309;0.0036257;0.00220518;0.00369774;0.00244104
GUARAPIRANGA;117.0;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2026-01-02;210.141;;408.675;;51.4201;210.141;408.675;0.03202789;0.04202207;0.0024346;0.00199728;0.0;0.0;0.00157684;0.00139925
I. SOLTEIRA;34.0;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2026-01-02;2570.178;;3691.575;;69.6228;2570.178;3691.575;1.0;1.0;0.02977693;0.01804154;0.0;0.0;0.01928595;0.01263943
IRAPE;148.0;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-02;1083.797;583.24;1962.895;1004.893;55.2142;1667.037;2967.788;1.0;1.0;0.01255639;0.0095931;0.0245187;0.0194403;0.01250902;0.01016128
ITUMBIARA;31.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-02;4862.634;;15706.409;;30.9596;4862.634;15706.409;0.17682796;0.20007923;0.05633629;0.07676067;0.0;0.0;0.03648795;0.05377651
JAGUARI;120.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-02;450.247;;1213.775;;37.0948;450.247;1213.775;0.15746161;0.16066069;0.00521636;0.00593198;0.0;0.0;0.00337854;0.00415579
JORDÃO;73.0;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2026-01-02;15.295;;20.306;;75.3226;15.295;20.306;0.00221234;0.0020179;0.00103435;0.00099251;0.0;0.0;0.00011477;6.952e-05
JURUMIRIM;47.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-02;2318.45;;4121.37;;56.2544;2318.45;4121.37;0.28234228;0.34076424;0.02686052;0.02014204;0.0;0.0;0.01739705;0.01411099
LAJES;124.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-02;434.024;;512.183;;84.74;434.024;512.183;0.15178806;0.06779484;0.00502841;0.00250315;0.0;0.0;0.0032568;0.00175364
LUIZ GONZAGA;172.0;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2026-01-02;1183.603;;3418.033;;34.6282;1183.603;3418.033;0.04917146;0.06482484;0.04975723;0.06612405;0.0;0.0;0.00888145;0.01170286
M. MORAES;7.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-02;3173.071;;4339.622;;73.1186;3173.071;4339.622;0.18365957;0.08421309;0.03676177;0.02120868;0.0;0.0;0.02380991;0.01485825
MACHADINHO;91.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-02;668.852;;890.994;;75.0681;668.852;890.994;0.12981396;0.13238625;0.04523241;0.04354971;0.0;0.0;0.00501889;0.00305064
MANSO;278.0;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2026-01-02;314.285;;555.798;;56.5466;314.285;555.798;1.0;1.0;0.00364116;0.00271631;0.0;0.0;0.00235831;0.00190297
MARIMBONDO;17.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-02;1162.2;;5393.697;;21.5474;1162.2;5393.697;0.06726895;0.10466808;0.01346473;0.02636018;0.0;0.0;0.00872085;0.01846725
MIRANDA;26.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-02;188.013;;269.778;;69.6917;188.013;269.778;0.00683703;0.00343662;0.00217823;0.00131846;0.0;0.0;0.0014108;0.00092368
NOVA PONTE;25.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-02;6611.943;;22766.333;;29.0426;6611.943;22766.333;0.24044096;0.29001349;0.076603;0.11126406;0.0;0.0;0.04961432;0.07794869
PARAIBUNA;121.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-02;1607.086;;4561.222;;35.2337;1607.086;4561.222;0.56203452;0.60374377;0.01861898;0.02229169;0.0;0.0;0.01205916;0.01561698
PASSO FUNDO;93.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-02;1486.002;;1706.162;;87.0962;1486.002;1706.162;0.28841029;0.25350607;0.10049376;0.08339322;0.0;0.0;0.01115058;0.00584166
PASSO REAL;111.0;Reservatório com Usina;JACUI;SUL;S;SUL;;;2026-01-02;2099.534;;2828.801;;74.2199;2099.534;2828.801;0.90671033;0.93379678;0.14198505;0.13826519;0.0;0.0;0.01575436;0.00968541
PEDRA DO CAVALO;189.0;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2026-01-02;241.819;;335.383;;72.1023;241.819;335.383;1.0;1.0;0.01016578;0.0064882;0.0;0.0;0.00181455;0.0011483
PEIXE ANGICAL;257.0;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2026-01-02;12.595;14.821;114.392;147.034;11.0104;27.416;261.426;0.00102635;0.00524104;0.00014592;0.00055906;0.00176907;0.00960856;0.00020572;0.00089509
PONTE NOVA;105.0;Reservatório sem usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-02;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PORTO ESTRELA;135.0;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2026-01-02;6.639;;12.899;;51.4691;6.639;12.899;1.0;1.0;7.692e-05;6.304e-05;0.0;0.0;4.982e-05;4.416e-05
PROMISSÃO;40.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-02;1295.083;;1829.65;;70.7831;1295.083;1829.65;0.19738547;0.18813406;0.01500425;0.0089419;0.0;0.0;0.00971797;0.00626446
QUEBRA QUEIXO;95.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-02;5.36;;10.163;;52.7403;5.36;10.163;0.00104029;0.00151005;0.00036248;0.00049674;0.0;0.0;4.022e-05;3.48e-05
QUEIMADO;162.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-02;73.897;129.249;283.402;484.803;26.075;203.146;768.205;0.00843947;0.01456942;0.00085614;0.00138505;0.00543347;0.00937883;0.00152436;0.00263022
RETIRO BAIXO;155.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-02;4.901;19.39;11.43;42.91;42.8784;24.291;54.34;0.00100914;0.00103059;5.678e-05;5.586e-05;0.00081513;0.00083012;0.00018227;0.00018605
RONDON II;276.0;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2026-01-02;26.014;;56.442;;46.0898;26.014;56.442;0.04614735;0.02782819;0.00030139;0.00027584;0.0;0.0;0.0001952;0.00019325
S.DO FACÃO;21.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-02;2979.933;;6581.918;;45.2745;2979.933;6581.918;0.10836421;0.08384508;0.03452416;0.03216728;0.0;0.0;0.02236065;0.02253555
SALTO RS;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-02;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SALTO SANTIAGO;77.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-02;2768.835;;3340.803;;82.8793;2768.835;3340.803;0.40049778;0.33199092;0.18724783;0.16329065;0.0;0.0;0.02077662;0.01143843
SAMUEL;279.0;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2026-01-02;50.159;;257.288;;19.4953;50.159;257.288;0.0889792;0.1268534;0.00058112;0.00125742;0.0;0.0;0.00037638;0.00088092
SANTA BRANCA;122.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-02;138.539;;454.095;;30.5088;138.539;454.095;0.04845024;0.06010605;0.00160505;0.00221926;0.0;0.0;0.00103956;0.00155476
SANTA CLARA-PR;71.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-02;253.901;;373.966;;67.8941;253.901;373.966;0.03672548;0.03716272;0.01717055;0.01827859;0.0;0.0;0.00190521;0.00128041
SANTANA;181.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-02;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SANTONIO CM;193.0;Reservatório sem usina;DOCE;SUDESTE;SE;SUDESTE;;;2026-01-02;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAO ROQUE;88.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-02;550.078;;801.912;;68.5958;550.078;801.912;0.10676174;0.11915021;0.03720009;0.03919559;0.0;0.0;0.00412764;0.00274563
SÃO SIMÃO;33.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-02;1610.012;;5014.801;;32.1052;1610.012;5014.801;0.05854752;0.06388205;0.01865288;0.02450843;0.0;0.0;0.01208111;0.01716997
SEGREDO;76.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-02;325.311;;447.497;;72.6957;325.311;447.497;0.04705457;0.04446983;0.02199979;0.02187261;0.0;0.0;0.00244105;0.00153217
SERRA DA MESA;251.0;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2026-01-02;18717.378;5974.509;35277.664;6620.419;53.0573;24691.887;41898.083;0.92437128;0.8399674;0.21685113;0.17240968;0.71313051;0.43263937;0.18528155;0.14345308
SINOP;227.0;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2026-01-02;91.796;;900.655;;10.1921;91.796;900.655;0.16284086;0.44405938;0.00106351;0.0044017;0.0;0.0;0.00068881;0.00308371
SOBRADINHO;169.0;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2026-01-02;12964.671;;30100.282;;43.0716;12964.671;30100.282;0.53860274;0.5708681;0.54501902;0.58230931;0.0;0.0;0.09728355;0.10305909
TOCOS;180.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-02;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRÊS IRMÃOS;43.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-02;1683.472;;2328.579;;72.2961;1683.472;2328.579;0.2565804;0.23943651;0.01950395;0.01138028;0.0;0.0;0.01263234;0.00797272
TRÊS MARIAS;156.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-02;1134.375;8560.849;2345.606;16040.745;48.3617;9695.224;18386.351;0.40277723;0.34870707;0.01314236;0.01146349;0.35988769;0.31031852;0.07275046;0.06295225
TUCURUI;275.0;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2026-01-02;1992.785;;7721.097;;25.8096;1992.785;7721.097;0.07460237;0.15479156;0.23786319;0.50456785;0.0;0.0;0.01495334;0.02643594
A. VERMELHA;18.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-03;1229.961;;4340.282;;28.3383;1229.961;4340.282;0.07126355;0.0842259;0.0142459;0.02121191;0.0;0.0;0.00922256;0.01486051
ANTA;128.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-03;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
B. BONITA;37.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-03;1710.489;;2713.786;;63.0296;1710.489;2713.786;0.26144448;0.27904549;0.01981157;0.01326287;0.0;0.0;0.01282568;0.00929162
BALBINA;277.0;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2026-01-03;387.429;;785.737;;49.3077;387.429;785.737;0.68061226;0.38740015;0.04615761;0.05134732;0.0;0.0;0.00290504;0.00269025
BARRA GRANDE;86.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-03;2171.57;;2991.427;;72.5931;2171.57;2991.427;0.4178047;0.44447414;0.14672093;0.14621397;0.0;0.0;0.01628298;0.01024222
BATALHA;20.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-03;967.277;;2751.514;;35.1544;967.277;2751.514;0.03519313;0.03505071;0.01120339;0.01344725;0.0;0.0;0.00725289;0.00942079
BILLINGS;118.0;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2026-01-03;1652.764;;2444.556;;67.61;1652.764;2444.556;0.25262134;0.25136187;0.01914297;0.01194708;0.0;0.0;0.01239284;0.00836981
BLANG;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-03;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BOA ESPERANÇA;190.0;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2026-01-03;103.927;;264.178;;39.3398;103.927;264.178;1.0;1.0;0.00436077;0.00511069;0.0;0.0;0.00077927;0.00090451
C.BRANCO-1;27.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-03;4.251;;20.753;;20.4838;4.251;20.753;0.00015467;0.00026437;4.924e-05;0.00010142;0.0;0.0;3.188e-05;7.106e-05
CACONDE;14.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-03;316.299;;853.4;;37.0634;316.299;853.4;0.01832626;0.01656076;0.0036635;0.00417075;0.0;0.0;0.00237169;0.00292192
CACU;311.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-03;27.412;;30.877;;88.7781;27.412;30.877;0.00099735;0.00039333;0.0003175;0.0001509;0.0;0.0;0.00020554;0.00010572
CAMARGOS;1.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-03;769.878;;1568.489;;49.0841;769.878;1568.489;0.04460649;0.03043752;0.00891704;0.00766555;0.0;0.0;0.00577274;0.00537028
CAMPOS NOVOS;90.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-03;195.37;;227.826;;85.754;195.37;227.826;0.0375887;0.03385099;0.01320007;0.0111356;0.0;0.0;0.00146493;0.00078004
CAPIVARA;61.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-03;3578.299;;3889.672;;91.9949;3578.299;3889.672;0.43496836;0.32160692;0.04144529;0.01900968;0.0;0.0;0.02683099;0.01331768
CHAVANTES;49.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-03;1841.664;;3370.499;;54.6407;1841.664;3370.499;0.2238677;0.27868052;0.02133089;0.01647237;0.0;0.0;0.01380926;0.01154011
CORUMBA;30.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-03;665.677;;1531.054;;43.4783;665.677;1531.054;0.0242198;0.01950364;0.00771014;0.0074826;0.0;0.0;0.00499141;0.00524211
CORUMBA-3;203.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-03;125.398;;425.126;;29.4967;125.398;425.126;0.00456244;0.00541555;0.00145241;0.00207768;0.0;0.0;0.00094027;0.00145557
CORUMBA-4;29.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-03;455.099;;1415.959;;32.1407;455.099;1415.959;0.01655819;0.01803748;0.00527114;0.0069201;0.0;0.0;0.00341245;0.00484804
CURUA-UNA;272.0;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2026-01-03;5.146;;28.109;;18.3073;5.146;28.109;0.00904019;0.01385888;0.00061309;0.0018369;0.0;0.0;3.859e-05;9.624e-05
DIVISA;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-03;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EDGARD SOUZA;107.0;Reservatório sem usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-03;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EMBORCAÇÃO;24.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-03;8974.292;;21873.496;;41.0282;8974.292;21873.496;0.32651803;0.2786399;0.10394385;0.10690057;0.0;0.0;0.0672915;0.07489174
ERNESTINA;110.0;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-03;213.511;;200.552;;106.4617;213.511;200.552;0.0921687;0.06620289;0.01442575;0.00980251;0.0;0.0;0.00160096;0.00068666
ESPORA;290.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-03;24.457;;112.927;;21.6574;24.457;112.927;0.00088984;0.00143854;0.00028327;0.0005519;0.0;0.0;0.00018338;0.00038665
FUNIL;123.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-03;223.47;;813.622;;27.4661;223.47;813.622;0.07847909;0.10769465;0.00258832;0.00397635;0.0;0.0;0.00167563;0.00278573
FURNAS;6.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-03;10687.512;;35035.949;;30.5044;10687.512;35035.949;0.61923106;0.67989462;0.12378705;0.17122837;0.0;0.0;0.08013766;0.11995811
G. B. MUNHOZ;74.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-03;3524.478;;5880.363;;59.9364;3524.478;5880.363;0.51178061;0.58435864;0.23812942;0.28741842;0.0;0.0;0.02642742;0.02013353
G. P. SOUZA;115.0;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2026-01-03;223.827;;374.956;;59.6942;223.827;374.956;1.0;1.0;0.01512275;0.01832697;0.0;0.0;0.00167831;0.0012838
GARIBALDI;89.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-03;81.541;;101.775;;80.1189;81.541;101.775;0.01568829;0.015122;0.00550927;0.00497452;0.0;0.0;0.00061141;0.00034846
GOV JAYME CANET JR;57.0;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2026-01-03;176.063;306.592;261.737;451.213;67.2671;482.655;712.95;0.05867024;0.05894833;0.0118956;0.01279309;0.00355107;0.00220518;0.00361907;0.00244104
GUARAPIRANGA;117.0;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2026-01-03;211.081;;408.675;;51.6501;211.081;408.675;0.03226327;0.04202207;0.00244482;0.00199728;0.0;0.0;0.00158274;0.00139925
I. SOLTEIRA;34.0;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2026-01-03;2608.396;;3691.575;;70.6581;2608.396;3691.575;1.0;1.0;0.03021149;0.01804154;0.0;0.0;0.01955841;0.01263943
IRAPE;148.0;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-03;1086.013;584.345;1962.895;1004.893;55.3271;1670.358;2967.788;1.0;1.0;0.01257864;0.0095931;0.0245191;0.0194403;0.01252476;0.01016128
ITUMBIARA;31.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-03;4869.196;;15706.409;;31.0013;4869.196;15706.409;0.17715941;0.20007923;0.05639698;0.07676067;0.0;0.0;0.03651046;0.05377651
JAGUARI;120.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-03;448.358;;1213.775;;36.9391;448.358;1213.775;0.15745616;0.16066069;0.00519306;0.00593198;0.0;0.0;0.0033619;0.00415579
JORDÃO;73.0;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2026-01-03;14.084;;20.306;;69.3588;14.084;20.306;0.0020451;0.0020179;0.00095158;0.00099251;0.0;0.0;0.00010561;6.952e-05
JURUMIRIM;47.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-03;2323.955;;4121.37;;56.3879;2323.955;4121.37;0.28249369;0.34076424;0.02691698;0.02014204;0.0;0.0;0.0174256;0.01411099
LAJES;124.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-03;434.997;;512.183;;84.93;434.997;512.183;0.15276399;0.06779484;0.00503831;0.00250315;0.0;0.0;0.00326172;0.00175364
LUIZ GONZAGA;172.0;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2026-01-03;1196.9;;3418.033;;35.0172;1196.9;3418.033;0.0496295;0.06482484;0.05022188;0.06612405;0.0;0.0;0.00897466;0.01170286
M. MORAES;7.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-03;3164.37;;4339.622;;72.9181;3164.37;4339.622;0.1833426;0.08421309;0.036651;0.02120868;0.0;0.0;0.02372724;0.01485825
MACHADINHO;91.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-03;662.97;;890.994;;74.4079;662.97;890.994;0.12755379;0.13238625;0.0447932;0.04354971;0.0;0.0;0.00497112;0.00305064
MANSO;278.0;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2026-01-03;314.285;;555.798;;56.5466;314.285;555.798;1.0;1.0;0.00364017;0.00271631;0.0;0.0;0.00235659;0.00190297
MARIMBONDO;17.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-03;1091.308;;5393.697;;20.233;1091.308;5393.697;0.06323004;0.10466808;0.01263997;0.02636018;0.0;0.0;0.0081829;0.01846725
MIRANDA;26.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-03;188.92;;269.778;;70.0279;188.92;269.778;0.00687361;0.00343662;0.00218815;0.00131846;0.0;0.0;0.00141657;0.00092368
NOVA PONTE;25.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-03;6596.058;;22766.333;;28.9729;6596.058;22766.333;0.23998906;0.29001349;0.07639819;0.11126406;0.0;0.0;0.0494589;0.07794869
PARAIBUNA;121.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-03;1600.275;;4561.222;;35.0843;1600.275;4561.222;0.561991;0.60374377;0.01853503;0.02229169;0.0;0.0;0.01199926;0.01561698
PASSO FUNDO;93.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-03;1492.914;;1706.162;;87.5013;1492.914;1706.162;0.28723296;0.25350607;0.10086791;0.08339322;0.0;0.0;0.01119425;0.00584166
PASSO REAL;111.0;Reservatório com Usina;JACUI;SUL;S;SUL;;;2026-01-03;2103.013;;2828.801;;74.3429;2103.013;2828.801;0.9078313;0.93379678;0.14208892;0.13826519;0.0;0.0;0.01576892;0.00968541
PEDRA DO CAVALO;189.0;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2026-01-03;240.93;;335.383;;71.8373;240.93;335.383;1.0;1.0;0.01010941;0.0064882;0.0;0.0;0.00180655;0.0011483
PEIXE ANGICAL;257.0;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2026-01-03;28.742;33.743;114.392;147.034;25.1259;62.485;261.426;0.00233603;0.00524104;0.0003329;0.00055906;0.00402008;0.00960856;0.00046853;0.00089509
PONTE NOVA;105.0;Reservatório sem usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-03;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PORTO ESTRELA;135.0;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2026-01-03;6.854;;12.899;;53.1359;6.854;12.899;1.0;1.0;7.939e-05;6.304e-05;0.0;0.0;5.139e-05;4.416e-05
PROMISSÃO;40.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-03;1260.059;;1829.65;;68.8689;1260.059;1829.65;0.19259724;0.18813406;0.01459451;0.0089419;0.0;0.0;0.00944824;0.00626446
QUEBRA QUEIXO;95.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-03;6.396;;10.163;;62.9342;6.396;10.163;0.00123057;0.00151005;0.00043214;0.00049674;0.0;0.0;4.796e-05;3.48e-05
QUEIMADO;162.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-03;74.287;129.924;283.402;484.803;26.2126;204.211;768.205;0.00846762;0.01456942;0.00086042;0.00138505;0.00545161;0.00937883;0.00153123;0.00263022
RETIRO BAIXO;155.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-03;5.008;19.814;11.43;42.91;43.8145;24.822;54.34;0.00102925;0.00103059;5.8e-05;5.586e-05;0.00083139;0.00083012;0.00018612;0.00018605
RONDON II;276.0;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2026-01-03;25.451;;56.442;;45.0923;25.451;56.442;0.04471081;0.02782819;0.00029478;0.00027584;0.0;0.0;0.00019084;0.00019325
S.DO FACÃO;21.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-03;2972.152;;6581.918;;45.1563;2972.152;6581.918;0.10813792;0.08384508;0.03442466;0.03216728;0.0;0.0;0.02228594;0.02253555
